gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
6520598054	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/395035351	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon	Plethodon cinereus		SPECIES	Plethodon cinereus (Green, 1818)	Plethodon cinereus		US		Maine	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	43.835797	-70.060469	6.0						2026-08-27T14:54:58	27	8	2026	6W283	6W283	HUMAN_OBSERVATION	iNaturalist	Observations	395035351		scfoye	2026-08-27T20:00:03	CC_BY_NC_4_0	scfoye	scfoye			2026-09-11T05:49:48.918Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
6520596403	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/397222611	Animalia	Chordata	Amphibia	Anura	Bufonidae	Anaxyrus	Anaxyrus americanus		SPECIES	Anaxyrus americanus (Holbrook, 1836)	Anaxyrus americanus		US		Maine	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	43.994143	-70.456821	9.0						2026-09-04T13:40:35	4	9	2026	66LTT	66LTT	HUMAN_OBSERVATION	iNaturalist	Observations	397222611		Emily	2026-09-04T17:41:24	CC_BY_NC_4_0	Emily	Emily			2026-09-11T05:38:24.738Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
6520588534	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/395779066	Animalia	Chordata	Amphibia	Anura	Ranidae	Boreorana	Boreorana sylvatica		SPECIES	Lithobates sylvaticus (LeConte, 1825)	Lithobates sylvaticus		US		Maine	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	44.539065	-69.881597	4.0						2026-08-30T08:32:15	30	8	2026	3VHQZ	V57HH	HUMAN_OBSERVATION	iNaturalist	Observations	395779066		Margaret Viens	2026-08-30T12:32:46	CC_BY_NC_4_0	Margaret Viens	Margaret Viens			2026-09-11T06:16:05.593Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
6520578080	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/397136156	Animalia	Chordata	Amphibia	Anura	Hylidae	Dryophytes	Dryophytes versicolor		SPECIES	Dryophytes versicolor (LeConte, 1825)	Dryophytes versicolor		US		Maine	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	43.319987	-70.589287	12.0						2026-09-02T14:03:47	2	9	2026	37VNR	37VNR	HUMAN_OBSERVATION	iNaturalist	Observations	397136156		ebenboyko	2026-09-04T10:18:47	CC_BY_NC_4_0	ebenboyko	ebenboyko			2026-09-11T05:41:34.120Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
6520570692	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/395365881	Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates	Lithobates palustris		SPECIES	Lithobates palustris (LeConte, 1825)	Lithobates palustris		US		Maine	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	44.318402	-68.287652							2026-08-28T16:29:35	28	8	2026	3VHQN	3VHQN	HUMAN_OBSERVATION	iNaturalist	Observations	395365881		jeffripple	2026-08-29T01:31:18	CC_BY_NC_4_0	jeffripple	jeffripple			2026-09-11T05:24:38.290Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
6520566821	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/394421460	Animalia	Chordata	Amphibia	Anura	Bufonidae	Anaxyrus	Anaxyrus americanus		SPECIES	Anaxyrus americanus (Holbrook, 1836)	Anaxyrus americanus		US		Maine	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	44.393545	-70.684983	5.0						2026-08-25T11:26:01	25	8	2026	66LTT	66LTT	HUMAN_OBSERVATION	iNaturalist	Observations	394421460		t0adprince	2026-08-25T19:18:02	CC_BY_NC_4_0	cjbreeden	cjbreeden			2026-09-11T05:59:27.480Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
6520542747	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/394883601	Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates	Lithobates palustris		SPECIES	Lithobates palustris (LeConte, 1825)	Lithobates palustris		US		Maine	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	43.397288	-70.636419	27505.0						2026-08-25T23:07:26	25	8	2026	3VHQN	3VHQN	HUMAN_OBSERVATION	iNaturalist	Observations	394883601		Bela	2026-08-27T07:08:26	CC_BY_NC_4_0	Bela	Bela			2026-09-11T05:24:26.333Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
6520534469	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/396781084	Animalia	Chordata	Amphibia	Anura	Hylidae	Pseudacris	Pseudacris crucifer		SPECIES	Pseudacris crucifer (Wied-Neuwied, 1838)	Pseudacris crucifer		US		Maine	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	43.887461	-69.968868	15.0						2026-09-02T12:29:13	2	9	2026	4NH9F	4NH9F	HUMAN_OBSERVATION	iNaturalist	Observations	396781084		deeproots42	2026-09-02T22:55:57	CC_BY_NC_4_0	deeproots42	deeproots42			2026-09-11T05:24:25.315Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
6520531431	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/394559698	Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates	Lithobates catesbeianus		SPECIES	Lithobates catesbeianus (Shaw, 1802)	Lithobates catesbeianus		US		Maine	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	44.323873	-68.255605	61.0						2026-08-23T10:00	23	8	2026	VJF78	VJF78	HUMAN_OBSERVATION	iNaturalist	Observations	394559698		Carolyn Dixie 🌻	2026-08-26T00:59:49	CC_BY_NC_4_0	Carolyn Dixie 🌻	Carolyn Dixie 🌻			2026-09-11T05:54:10.242Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
6520531358	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/395113053	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma laterale		SPECIES	Ambystoma laterale Hallowell, 1856	Ambystoma laterale		US		Maine	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	44.798344	-68.755868	10.0						2023-09-14T12:06:39	14	9	2023	66B4Q	66B4Q	HUMAN_OBSERVATION	iNaturalist	Observations	395113053		birdie111	2026-08-28T02:23:48	CC_BY_NC_4_0	birdie111	birdie111			2026-09-11T05:49:48.851Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
6520520330	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/395064484	Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates	Lithobates catesbeianus		SPECIES	Lithobates catesbeianus (Shaw, 1802)	Lithobates catesbeianus		US		Maine	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	44.355331	-68.20665							2026-08-27T14:17:16	27	8	2026	VJF78	VJF78	HUMAN_OBSERVATION	iNaturalist	Observations	395064484		Hayden Shepley	2026-08-27T22:07:44	CC_BY_NC_4_0	Hayden Shepley	Hayden Shepley			2026-09-11T05:59:42.489Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
6520498630	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/394260284	Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates	Lithobates palustris		SPECIES	Lithobates palustris (LeConte, 1825)	Lithobates palustris		US		Maine	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	44.060809	-70.309636	27380.0						2026-08-24T18:37:57	24	8	2026	3VHQN	3VHQN	HUMAN_OBSERVATION	iNaturalist	Observations	394260284		Tim Gagnon	2026-08-24T22:57:03	CC_BY_NC_4_0	Tim Gagnon	Tim Gagnon			2026-09-11T05:49:46.214Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
6520483699	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/395379575	Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates	Lithobates catesbeianus		SPECIES	Lithobates catesbeianus (Shaw, 1802)	Lithobates catesbeianus		US		Maine	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	44.382592	-68.240592	13.0						2026-08-28T22:01:08	28	8	2026	VJF78	VJF78	HUMAN_OBSERVATION	iNaturalist	Observations	395379575		Kestrel Troutman	2026-08-29T02:39:40	CC_BY_NC_4_0	Kestrel Troutman	Kestrel Troutman			2026-09-11T05:55:06.598Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
6520474632	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/395344414	Animalia	Chordata	Amphibia	Anura	Hylidae	Pseudacris	Pseudacris crucifer		SPECIES	Pseudacris crucifer (Wied-Neuwied, 1838)	Pseudacris crucifer		US		Maine	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	44.059038	-69.687144							2026-08-28T19:19:37	28	8	2026	4NH9F	4NH9F	HUMAN_OBSERVATION	iNaturalist	Observations	395344414		s_arius1	2026-08-28T23:38:07	CC_BY_NC_4_0	s_arius1	s_arius1			2026-09-11T06:14:58.934Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
